human_gene,Human Gene Systematic Name,worm_gene,worm_ID,sources,all_databases,Is Best Score,Is Best Reverse Score,n_databases,full_pathway,Pathway_Level,geneName,AC1,AC2,AC3,WB1,WB2,WB3,baseMean,log2 fold change,lfcSE,stat,pvalue,padj,Updated Gene Name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Transcript count
ABCB7,HGNC:48,abtm-1,WBGene00022281,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins,Metabolism > Metals and cofactors,abtm-1,219,381,86,1524,3154,874,841.626079,-1.972508789,0.629164515,-3.135124028,0.001717815,0.019434478,abtm-1,I,2472060,2485391,3
ABCB7,HGNC:48,abtm-1,WBGene00022281,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins,Metabolism > Metals and cofactors > Molybdenum cofactor synthesis and proteins,abtm-1,219,381,86,1524,3154,874,841.626079,-1.972508789,0.629164515,-3.135124028,0.001717815,0.019434478,abtm-1,I,2472060,2485391,3
ABCB7,HGNC:48,abtm-1,WBGene00022281,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport,abtm-1,219,381,86,1524,3154,874,841.626079,-1.972508789,0.629164515,-3.135124028,0.001717815,0.019434478,abtm-1,I,2472060,2485391,3
ABCB7,HGNC:48,abtm-1,WBGene00022281,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,abtm-1,219,381,86,1524,3154,874,841.626079,-1.972508789,0.629164515,-3.135124028,0.001717815,0.019434478,abtm-1,I,2472060,2485391,3
ABCB8,NA,haf-1,WBGene00001811,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,haf-1,17,0,0,13,42,21,28.58248486,0.800936275,1.559053319,0.513732446,0.607439064,0.775036886,haf-1,IV,17376427,17379310,1
ABCB8,NA,haf-1,WBGene00001811,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,haf-1,17,0,0,13,42,21,28.58248486,0.800936275,1.559053319,0.513732446,0.607439064,0.775036886,haf-1,IV,17376427,17379310,1
ABCB8,NA,haf-3,WBGene00001813,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,haf-3,35,257,120,756,1013,340,261.3868327,-1.203284726,0.723672881,-1.662746742,0.096363141,0.287864742,haf-3,V,15760455,15766172,1
ABCB8,NA,haf-3,WBGene00001813,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,haf-3,35,257,120,756,1013,340,261.3868327,-1.203284726,0.723672881,-1.662746742,0.096363141,0.287864742,haf-3,V,15760455,15766172,1
ABCB8,HGNC:49,haf-6,WBGene00001816,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport,haf-6,34,6,25,282,512,296,122.2100935,-2.607929073,0.670250644,-3.890975853,9.98E-05,0.002322363,haf-6,I,1162880,1175809,3
ABCB8,HGNC:49,haf-6,WBGene00001816,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,haf-6,34,6,25,282,512,296,122.2100935,-2.607929073,0.670250644,-3.890975853,9.98E-05,0.002322363,haf-6,I,1162880,1175809,3
ABCB8,NA,haf-7,WBGene00001817,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,haf-7,214,23,131,189,301,204,159.9616469,0.468793154,0.719502571,0.651551743,0.514690387,0.709391951,haf-7,V,14773258,14777697,1
ABCB8,NA,haf-7,WBGene00001817,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,haf-7,214,23,131,189,301,204,159.9616469,0.468793154,0.719502571,0.651551743,0.514690387,0.709391951,haf-7,V,14773258,14777697,1
ABCD1,NA,pmp-1,WBGene00004058,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-1,34,12,0,35,136,21,23.63692183,-0.889252782,1.110701973,-0.800622312,0.42335033,0.636058056,pmp-1,II,6880704,6883754,1
ABCD1,NA,pmp-1,WBGene00004058,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-1,34,12,0,35,136,21,23.63692183,-0.889252782,1.110701973,-0.800622312,0.42335033,0.636058056,pmp-1,II,6880704,6883754,1
ABCD1,NA,pmp-2,WBGene00004059,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-2,63,2,61,77,202,55,82.08045184,-0.850426922,0.942681047,-0.902136438,0.366984395,0.590188083,pmp-2,II,6884040,6887805,1
ABCD1,NA,pmp-2,WBGene00004059,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-2,63,2,61,77,202,55,82.08045184,-0.850426922,0.942681047,-0.902136438,0.366984395,0.590188083,pmp-2,II,6884040,6887805,1
ABCD1,NA,pmp-3,WBGene00004060,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-3,1408,866,1639,1306,2166,777,1091.303796,0.955898972,0.494448544,1.933262791,0.053203833,0.201919115,pmp-3,V,14646739,14653493,2
ABCD1,NA,pmp-3,WBGene00004060,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-3,1408,866,1639,1306,2166,777,1091.303796,0.955898972,0.494448544,1.933262791,0.053203833,0.201919115,pmp-3,V,14646739,14653493,2
ABCD1,HGNC:61,pmp-4,WBGene00004061,Alliance+OrthoList,Ensembl Compara|Hieranoid|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Small molecule transport > ABC transporters,Small molecule transport,pmp-4,82,43,0,86,277,130,66.15511617,-1.14885725,1.072386586,-1.07130886,0.284030577,0.52040228,pmp-4,IV,17402455,17405630,1
ABCD1,HGNC:61,pmp-4,WBGene00004061,Alliance+OrthoList,Ensembl Compara|Hieranoid|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-4,82,43,0,86,277,130,66.15511617,-1.14885725,1.072386586,-1.07130886,0.284030577,0.52040228,pmp-4,IV,17402455,17405630,1
ABCD2,NA,pmp-1,WBGene00004058,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-1,34,12,0,35,136,21,23.63692183,-0.889252782,1.110701973,-0.800622312,0.42335033,0.636058056,pmp-1,II,6880704,6883754,1
ABCD2,NA,pmp-1,WBGene00004058,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-1,34,12,0,35,136,21,23.63692183,-0.889252782,1.110701973,-0.800622312,0.42335033,0.636058056,pmp-1,II,6880704,6883754,1
ABCD2,NA,pmp-2,WBGene00004059,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-2,63,2,61,77,202,55,82.08045184,-0.850426922,0.942681047,-0.902136438,0.366984395,0.590188083,pmp-2,II,6884040,6887805,1
ABCD2,NA,pmp-2,WBGene00004059,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-2,63,2,61,77,202,55,82.08045184,-0.850426922,0.942681047,-0.902136438,0.366984395,0.590188083,pmp-2,II,6884040,6887805,1
ABCD2,NA,pmp-3,WBGene00004060,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-3,1408,866,1639,1306,2166,777,1091.303796,0.955898972,0.494448544,1.933262791,0.053203833,0.201919115,pmp-3,V,14646739,14653493,2
ABCD2,NA,pmp-3,WBGene00004060,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-3,1408,866,1639,1306,2166,777,1091.303796,0.955898972,0.494448544,1.933262791,0.053203833,0.201919115,pmp-3,V,14646739,14653493,2
ABCD2,HGNC:66,pmp-4,WBGene00004061,Alliance+OrthoList,Ensembl Compara|Hieranoid|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Small molecule transport > ABC transporters,Small molecule transport,pmp-4,82,43,0,86,277,130,66.15511617,-1.14885725,1.072386586,-1.07130886,0.284030577,0.52040228,pmp-4,IV,17402455,17405630,1
ABCD2,HGNC:66,pmp-4,WBGene00004061,Alliance+OrthoList,Ensembl Compara|Hieranoid|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,10,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-4,82,43,0,86,277,130,66.15511617,-1.14885725,1.072386586,-1.07130886,0.284030577,0.52040228,pmp-4,IV,17402455,17405630,1
ABCD3,HGNC:67,pmp-1,WBGene00004058,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport,pmp-1,34,12,0,35,136,21,23.63692183,-0.889252782,1.110701973,-0.800622312,0.42335033,0.636058056,pmp-1,II,6880704,6883754,1
ABCD3,HGNC:67,pmp-1,WBGene00004058,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-1,34,12,0,35,136,21,23.63692183,-0.889252782,1.110701973,-0.800622312,0.42335033,0.636058056,pmp-1,II,6880704,6883754,1
ABCD3,HGNC:67,pmp-2,WBGene00004059,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport,pmp-2,63,2,61,77,202,55,82.08045184,-0.850426922,0.942681047,-0.902136438,0.366984395,0.590188083,pmp-2,II,6884040,6887805,1
ABCD3,HGNC:67,pmp-2,WBGene00004059,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-2,63,2,61,77,202,55,82.08045184,-0.850426922,0.942681047,-0.902136438,0.366984395,0.590188083,pmp-2,II,6884040,6887805,1
ABCD3,NA,pmp-3,WBGene00004060,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-3,1408,866,1639,1306,2166,777,1091.303796,0.955898972,0.494448544,1.933262791,0.053203833,0.201919115,pmp-3,V,14646739,14653493,2
ABCD3,NA,pmp-3,WBGene00004060,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-3,1408,866,1639,1306,2166,777,1091.303796,0.955898972,0.494448544,1.933262791,0.053203833,0.201919115,pmp-3,V,14646739,14653493,2
ABCD3,NA,pmp-4,WBGene00004061,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport,pmp-4,82,43,0,86,277,130,66.15511617,-1.14885725,1.072386586,-1.07130886,0.284030577,0.52040228,pmp-4,IV,17402455,17405630,1
ABCD3,NA,pmp-4,WBGene00004061,OrthoList,OrthoMCL,NA,NA,1,Small molecule transport > ABC transporters,Small molecule transport > ABC transporters,pmp-4,82,43,0,86,277,130,66.15511617,-1.14885725,1.072386586,-1.07130886,0.284030577,0.52040228,pmp-4,IV,17402455,17405630,1
ABHD10,HGNC:25656,C50B6.9,WBGene00008222,Alliance+OrthoList,Hieranoid|InParanoid|OrthoFinder|PhylomeDB|SonicParanoid,Yes,Yes,5,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism,C50B6.9,2,4,17,17,12,1,7.907184656,0.994913926,1.27039022,0.78315616,0.433535415,0.645282175,C50B6.9,V,13336369,13337957,1
ABHD10,HGNC:25656,C50B6.9,WBGene00008222,Alliance+OrthoList,Hieranoid|InParanoid|OrthoFinder|PhylomeDB|SonicParanoid,Yes,Yes,5,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism > Detoxification,C50B6.9,2,4,17,17,12,1,7.907184656,0.994913926,1.27039022,0.78315616,0.433535415,0.645282175,C50B6.9,V,13336369,13337957,1
ABHD10,HGNC:25656,C50B6.9,WBGene00008222,Alliance+OrthoList,Hieranoid|InParanoid|OrthoFinder|PhylomeDB|SonicParanoid,Yes,Yes,5,Metabolism > Detoxification > Xenobiotic metabolism,Metabolism > Detoxification > Xenobiotic metabolism,C50B6.9,2,4,17,17,12,1,7.907184656,0.994913926,1.27039022,0.78315616,0.433535415,0.645282175,C50B6.9,V,13336369,13337957,1
ABHD11,HGNC:16407,abhd-11.2,WBGene00011029,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Carbohydrate metabolism > TCA-associated,Metabolism,R05D7.4,18,1,10,110,100,71,29.43243266,-2.338292063,0.985222741,-2.373363876,0.017626889,0.099396069,abhd-11.2,I,12181054,12183254,1
ABHD11,HGNC:16407,abhd-11.2,WBGene00011029,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Carbohydrate metabolism > TCA-associated,Metabolism > Carbohydrate metabolism,R05D7.4,18,1,10,110,100,71,29.43243266,-2.338292063,0.985222741,-2.373363876,0.017626889,0.099396069,abhd-11.2,I,12181054,12183254,1
ABHD11,HGNC:16407,abhd-11.2,WBGene00011029,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Carbohydrate metabolism > TCA-associated,Metabolism > Carbohydrate metabolism > TCA-associated,R05D7.4,18,1,10,110,100,71,29.43243266,-2.338292063,0.985222741,-2.373363876,0.017626889,0.099396069,abhd-11.2,I,12181054,12183254,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism > Carbohydrate metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism > Carbohydrate metabolism > Ketone metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism > Fatty acid oxidation,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,NA,kat-1,WBGene00002183,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism > Lysine metabolism,kat-1,767,443,184,2187,4282,2116,1258.812471,-1.432310087,0.54783738,-2.614480389,0.008936329,0.062215853,kat-1,II,7073814,7075511,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism > Carbohydrate metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism > Carbohydrate metabolism > Ketone metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Lipid metabolism > Fatty acid oxidation,Metabolism > Lipid metabolism > Fatty acid oxidation,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,HGNC:83,acaa-2,WBGene00009952,Alliance+OrthoList,Ensembl Compara|Hieranoid|Homologene|InParanoid|OMA|OrthoFinder|OrthoInspector|OrthoMCL|PANTHER|PhylomeDB|SonicParanoid,Yes,Yes,11,Metabolism > Amino acid metabolism > Lysine metabolism,Metabolism > Amino acid metabolism > Lysine metabolism,F53A2.7,293,176,381,873,1585,611,597.1381265,-0.710520221,0.550988993,-1.289536143,0.19721176,0.431306059,acaa-2,III,13344937,13346860,1
ACAA2,NA,T02G5.7,WBGene00020166,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism,T02G5.7,154,281,350,513,993,989,472.8526645,-0.965310305,0.584542055,-1.651395819,0.098657778,0.291888464,T02G5.7,II,7075614,7077188,1
ACAA2,NA,T02G5.7,WBGene00020166,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism > Carbohydrate metabolism,T02G5.7,154,281,350,513,993,989,472.8526645,-0.965310305,0.584542055,-1.651395819,0.098657778,0.291888464,T02G5.7,II,7075614,7077188,1
ACAA2,NA,T02G5.7,WBGene00020166,OrthoList,OrthoMCL,NA,NA,1,Metabolism > Carbohydrate metabolism > Ketone metabolism,Metabolism > Carbohydrate metabolism > Ketone metabolism,T02G5.7,154,281,350,513,993,989,472.8526645,-0.965310305,0.584542055,-1.651395819,0.098657778,0.291888464,T02G5.7,II,7075614,7077188,1
